ma_san_pham,noi_dung_binh_luan,label
308500015,rất_dễ_dàng rất_thoải mái thư_giãn,2
248700003,lọ cải_thiện,2
225300001,này_khỏi chết_cũng được_mình dùng_thấy sạch_và giảm_được sợi_bã nhờn_trên mũi_luôn,2
256700002,mát cực thích xịn rẻ,2
256700011,chớp bết lông mọc,2
204100018,thơm hổ_trợ đẩy mờ_thâm bít tắt không_gây_nhân ngưng cãi_thiện định,2
223600058,cũ cẳm rát ngứa nhẹ,1
318900019,retinol_mấy tháng_đầu đã_bị kích_ứng nhẹ_này buổi_sáng không_bị mà_làm dịu_cũng để_thấy được_khả năng_phục hồi_của ẻm_thì phải_nói mình_đi laser_trị mụn_mặt serum_và thấy_dịu _tối thì_mình dùng_bioderma _kết cấu_đặt hơn_tùy khả_năng phục_hồi của_ẻm này_tốt hơn_klairs nhưng_buổi sáng_thì dễ_làm biết_tắt lỗ_chân lông_nếu mỗi_có ưa_khuyết,2
204900013,mình_xài loại_này trước_cũng từng_đặt hasaki_nhưng có_mùi nhựa_như đọc_cảnh của_các bạn_trước mình_cũng hơi_ngại nhưng_vẫn đặt_nghĩ chắc_đến đợt_mình không_nhưng vẫn_mùi nhựa_mình dám_dùng và_bỏ tuýp_chuyển đặt_lại tâm_vọng hasaki_đọc cảnh_của khách_và,0
422204904,mình_thấy hasaki_bán nước_garnier rẻ_nhất luôn_ạ hàng_nhanh và_gói hàng_cực kì_kĩ trừ_dịch thì_tầm nửa_tháng này_rất dịu_nhẹ cồn_hương liệu_nên mấy_bạn nhạy_cảm nên_yên tâm_cá nhân_mình thì_sạch không_makeup hoặc_không nắng_vì nó_rất nhẹ_mình sài_kiểu nó_chỉ hết_nhưng mà_mình kiểu_cực kì_nhạy cảm_và khô_nên sài_cũng và_để lại_trên lớp_nhẹ hàng_chính hãng,2
224100009,đóng siêu_chắc kĩ méo wed_đáng đầu_tư yêu,2
253900006,hỗn,2
249500027,đặc sữa không_bị nồng lựa_chọn,2
308500015,kém phí,0
422205053,mình_dùng bản_cũ bản_mới dùng_khá rít_dù để_rất lâu_cũng không_lên mụn_với cồi_mụn áp_nhưng chắc_sản phẩm_có bha_nên mình_dùng bị_tróc với_hơi,1
248700003,thâm nhăn vết nhăn mảnh,2
422204795,kít gấc mê,2
422205807,đắp mát mịn rẻ hiệu_quả,2
100210023,rất_dầu không_hề đừng dày nhờn rít khả_năng phục_hồi cấp_tốc khỏe adapalene đỏ,2
422208328,ghiền bao mịn,2
248100018,nhạy_cảm cảnh không_hề hương nam_í giá_cả hợp_lý,2
318900005,dưỡng dậy mềm nửa,2
422204906,không_đúng rất_bực,0
248700074,bầu đx,2
223600026,hàng_chính hãng_từ trước_đến giờ_luôn tưởng_hasaki vì_hàng cũng_làm mình_hài,2
200400003,ă lì,2
422200306,hỗn_hợp thiên_dầu mát,2
200500283,tối đống chết môi môi mềm_mượt đỡ bớt thâm hồng_môi tối bôi_dưỡng môi tối,2
204900056,sạch cải_thiện,2
253900007,thích ó bớt,2
318900002,vỏ bảo_quản đỡ oxi,0
224100019,hủ thơm nhẹ bề_mặt cực ưng dòng_dưỡng hiệu_quả không_nôn nóng toàn thời phát chờ,2
345800013,nhận_xét tán không_lên tán,2
422205345,dễ_chịu mờ thâm_đỏ tgì,2
422205122,phân_vân godndoc tvan_khảo bảng thành_phần má cúc kháng_viêm ceramide phục_hồi trvia_hợp,2
422200306,sợ thẩm_thấu nhờn_rít,2
422204795,hỗn_hợp thiên_khô chẳng dị_ứng khắp mụn_ẩn đẩy bha lẻ dị_ứng,0
422204795,rất_tốt dược,2
224100029,mờ tưởng ẻm_bí dè siêu_đỉnh dậy không_hề_tiết mãi yêu,2
371600007,cửa_hàng balanchị active formula hyaluronic không rất_muốn cửa_hàng nhập,2
256700002,ủ tóc bao_mượt,2
224100007,hũ hiệu_quả kèm niacinamide lưu_ý ấm,2
422201700,đắp_lên lúc_đầu hơi_châm chích_chứ lúc_đã lắm_lớp đất_sét đắp_lên không_cảm giác_bí đâu_đắp mụn_cũng đỡ_kiềm dầu_rất mình_sử dụng_hộp thứ_rồi nên_sử dụng_giá hơi_mắc một_chút nhưng_lượng đi_đôi với_giá,2
205100137,gói vô_cùng,2
386000014,mẹ mẹ rất_thích,2
422214146,rất_thích sạch không_bị,2
201600141,sữa roche,2
204100003,xài_vừa mịn_vừa nắng_cũng tối_rất,2
204000059,thành_phần rẻ văn_phòng vòi xịt hạt thích xịt,2
422210957,sợ spedy không_sạch hồng sạch,2
224100009,giá_cả thích,2
422202580,hôi khó_chịu lâu_thì review,2
343100029,này_khá nhẹ_nhàng nhưng_làm mình_thuộc tuýp_dầu và_hơi kén_thành phần_từ trà_nhưng lại_không hề_gây hương_liệu mà_mùi hương_dịu _những tinh_trà cũng_khá không_bị châm_chích _không bí_lỗ mỏng_nhẹ _này sẽ_thử những_dòng skincare_của shop_tư vấn_nhiệt tình_và mình_lên đây_lại,2
201600074,sàn_phẩm dịu_mẫn đỏ thuộc_mẫn đỏ rõ_rệt khuyên,2
422212100,mình_thấy nó_tone trông_rất không_quá đặc_không không_bị vón_cục lộ_vân _nhưng mà_nó có_mùi một_tí cũng_không nồng_lắm,2
422203301,bông_mịn lắm_ạ hơi_mỏng bông_được dập_chắc chắn_mạnh cũng_không,2
204100078,cực_kì thích_ứng xịt khóng eucerin tưởng khuyên,2
256700011,trông kêt,2
355500010,lỗ chân_thật thơm hủ lỗ chân mũi,2
253900003,mình_thiên khô_dùng tuần_bị mụn_nhiều những_vùng bị_mụn mấy_vùng có_mụn ẩn_cũng nên_sợ quá_mình ngưng_luôn tư_vấn kiên_tgì dùng_tháng sẽ_có hiệu_quả mình_thì kiên_nhẫn lắm_nên mình_vứt dùng_klezit hiệu_quả,2
253900003,thiết_kế,2
100220035,rất_êm và_đáng tiền_mọi người_nhiều người_nói như_táp nước_lã nhưng_thật bạn_xài có_niềm vào_sản mềm_mịn hơn_có đẩy_mụn bạn_nào mụn_ẩn thì_càng aply_càng đẹp_hơn thôi_quan trọng_mình thấy_bề mặt_và lỗ_chân lông_được cải_thiện thấy_bằng thường_luôn á_nên kiên_tgì _tuỳ _mình đến_tháng thứ_mới thấy_hiệu quả_rõ,2
318900012,rất_tốt rất_thích,2
422222535,êm không_gây xơ_bông,2
422211231,tuýp nờ rất_nên aply rất_nhẹ thơm_nhẹ không_làm đổ,2
422209322,rất_dù tặng,2
422205160,mình_mua thử_miếng xài_cũng _tinh khô_để lại_bết _mình mới_sử dụng_với đều_nên cũng_chưa rõ_hiệu quả_trị nhưng_thấy dịu_nên mình_đặt,2
422206043,cực thích chết đen,2
422200236,thơm mềm,2
422211501,sữa mềm bọt mềm không_bị ngửa roche posay tích đùng_xài,2
422211878,nói_chuyện cắt ảnh không_làm chấm azelaic,1
248700001,mình_tạo bọt_trên rửa_mặt thì_thấy rất_khô còn_mặt thì_khá khô_dù mình_dầu với_giá thì_này cũng_nhưng mình_mọi người_các,0
422211878,ý_định dịu nhẹ phục_hồi,2
343700002,mình_ít dầu_nhưng lên_vẫn bị_dày và_hơi bết_dùng hết_hũ cũng_không cải_thiện chắc_sẽ đổi_loại,0
422219308,kháng tông rẻ thích thích căng hiệu_ứng,2
422206644,phản_hồi giúp thâm_đen nhạy_cảm phân_vân,2
253900003,nhưng_xài cũng_khá vì_lỏng như_nước ấy_hiệu quả_cấp không_rõ yếu_tố gì_nhưng mình_dùng lần_đầu bị_lên rất_nhiều về_thì không_nữa mặc_dù mình_vẫn hơi_sần cũng_đáng mua_không quá_tệ nó_cũng không_phục hồi_được gì_đâu dù_xài chủ_yếu để_cấp tạm_thời hoặc_làm,2
253900006,lớp_finish nhé_dầu dùng_cũng hợp_không,2
422211276,nắng_này cũng_đã về_mọi người_ạ này_sài rất_mình sài_máy năm_rồi hôm_thấy hàng_mừng gê_phù hợp_với mọi_loại không_tông bị_bết thấm_nhanh,2
223600035,buồn đổi công_thức kích_ứng đổi,0
249500027,không_bị cháy,2
422205163,rất_thải mái rất_dễ,2
345800001,some retanol obagi trình,2
377400001,không cặn nhớt_nhớt bọt xà_phòng không_thích,0
422207413,đổ chút_xíu nhẹ dưỡng rất_kỹ,2
355500010,rất_đến hũ hủ rẻ rất_tốt hũ đắp hủ đắp fake hãng cải_tạo vĩnh_biệt hũ,1
327500002,thâm_mụn mới_sử dụng_mỗi ngày_lần sáng_và tối_chỉ khoảng_tuần giảm_thâm mụn_rõ rệt_còn vết_thâm cũ_thì cần_phải có_thời dài_trị mụn_ẩn cũng_khá tốt_lúc trước_vùng trán_mình rất_sần sùi_mụn ẩn_nhưng hết_này kết_hợp với_niacinamide thì_mịn còn_mụn đầu_đen thì_mình chưa_thấy có_tác,2
213300043,thơm mát gọn tiện lợi giá_thành rẻ,2
205100146,sạch đổ,2
345800027,bám sát dán chiều gỡ cồi,2
318900005,bôi_lượng vừa_phải sài_hơi dậy nhớt thích dậy mướt,2
422221764,thời vết thâm,2
399200001,chết hạt đường thơm,2
422216416,dùng_kiểu gì_thì cũng_bị,0
213300007,thẩm_thấu không_gây,2
318900011,thích thơm_thảo lành ủng_hộ,2
207500007,cái_này hợp_để toner_hơn mà_nó cũng_hơi tại_nó còn_hơi dày_còn để_thì không_hợp nước_mấy bạn_đổ nó_thấm cái_bông nó_mềm khó_mà làm_sạch nhưng_cái này_để làm_khăn rửa_mặt thì_cũng,2
412800003,cầm mềm máy mặt_khác đóng_gói cẩn_thận êm nhẹ,2
386000014,đắp thâm đắp,2
422210709,tế_bào rất_hiệu_quả,2
249500007,sữa không_vón rẻ_lượng khả_năng nắng_test lâu_dài bít,2
422204576,nhớt nhớt nói_chuyện,1
377400002,sạch sâu không_gây,2
327500002,tuýp chậm đau đỡ cồi nhẹ,2
249500019,sữa tinh êm ưng finish trông mịn lấp_lánh thích,2
318900019,giúp_đỡ người_dân tiếp_cận hãng chúc buôn_bán đắt ủng_hộ,2
308500013,sản_phẩm_tệ,0
249500007,đặt_hàng liền,2
422206648,không_thấy quà tặng đi kèm,2
422214134,hada labo dưỡng mà_còn mềm,2
422207736,tặng đắp phê mát lạnh thìa mặt_nạ,2
422208181,mụn_ẩn trán nốt viêm trán má thâm,2
249500021,cực_kì ưng_ý đồng_tiền yêu,2
100230059,không_đặc biệt_ấn tượng_nhưng cũng_không,1
422209663,mát mềm mịn_nhiên không_đủ,2
248700027,thơm thích rất_thích dăm,2
304900016,mặt_nạ giấy căng xẹp đi hằng đỡ tốn,2
422209795,nóng rát kiểu bỏng đỡ hiệu_quả,2
422211446,tệ không_phù_hợp,0
100210023,tinh_serum thoáng phục_hồi làn rất_khó chìu hỗn_hợp cực_kỳ hơi_chát tinh_lỏng nhẹ,2
204100003,không_hợp fregiao,2
422207283,nắng_đỉnh mình_kiểu chảo_dầu nên_mình không_thích lớp_finish bóng_apy này_lên rất_khô thoáng_và kiềm_dầu đỉnh_với mình_ngăm nên_mình không_thích tone_cuối cùng_cũng tìm_được,2
422211446,dùng_tốt hàng_nhanh thấy_hàng tặng_mà,2
249500021,tùy sữa bạc tán đẹp tiếng tầm tiếng khả_năng kháng mồ_hôi trôi bớt vỏ,2
422203809,cứng rát,2
422201822,không_bị khoái hoài,2
422204231,xài_trị thâm_mụn ecurin kết_hợp loain,2
422210980,thích sạch đỡ mụn_ẩn,2
204900013,không_tông cũ nhẹ tán không_bị lót baume aply độ không_bị,2
422216596,tuýp giảm_giá tiếc,2
422205122,dịu đỉnh,2
245500001,trái_cây dịu nhẹ mịn,2
418800002,ưng_ý tối ngủ căng mịn màng dịu nốt sưng dây seum duongqx ẻm phục_hồi nửa hiệu_quả ưng khả_năng mướt ẻm,2
357100011,tốt_rửa sạch,2
422211549,không_lên không_đổ rất_hài,2
422201725,mịn cực nặn tối dịu,2
100210016,hỗn_hợp timeles lựa_chọn hàng_đầu,2
422203300,mềm không_gây rát,2
318900012,rất_thích mền_mại căng,2
422209296,thông_thường không_makeup sạch bụi bẩn,2
422209699,tư_vấn trông cơ_địa nhẹ cực thích,2
211300007,cảnh hà hỗ_hợp thiên_khô cực rất_ưng_ý rùi_ý cháy buồn,2
204900127,tặng kèm xịt ă bình_thường thói xịt khoáng,2
422200305,hủ mặc_dù tối,2
100190059,sạch rất_tốt rất_phù hơph suốt bọt sạch mướt sạch căng,2
308100018,kết_hợp sữa tràm trà cocon í,2
249500027,nhũ lấp_lánh trộm_vía không_lên,2
422203671,đóng_gói dán vỏ gỡ xấu,2
204900013,gói cận thận,2
206400011,sức liền vô hồi tiếc_chút,2
422204659,sản,2
204100019,hương mát_cực,2
204100019,nhờn_xài sẩy chả thích sạch_nhờn dịu nhẹ không_bị căng,2
318900019,tuýp tiết_kiệm đặc kết_hợp mềm,2
253900007,đang_khô rát_đỏ ửng_xài sữa_rửa mặt_có độ_này dùng_dịu hẳn_mùi hơi_hắc nào_của skin_cũng,2
225200013,dậy môi_mềm căng môi mốc môi hút ngược_lại í mediheal,1
222600016,xài_tuýp lâu_săn được_giá rẻ_chưa nói_làm sạch_không bị_mất nước_dạng mịn_sẽ dùng_nên cũng_lười đổi_dòng,2
343700002,mình_dầu dùng_dưỡng cũng_khá nhưng_không quá_tốt như_các,2
249500028,thơm thích,2
422204657,dịu nhẹ êm,2
422202362,chê sạch_sẽ kết_hợp xịt khoáng cocon á_thức không_bị,2
318900005,rất_hài_lòng dưỡng,2
204900145,tư_vấn nhiệt_tình shiper nhiệt_tình,2
331300006,đọc thành_phần thời mềm khỏe giới_thiệu bạn_bè,2
226200018,ê_dán mê rất_nên dán tối dậy cồi nằm miếng dán mụn_bọc viêm kèm chấm,2
377400002,kháng khuẩn điều_trị thâm hồi vết thâm_mụn bé vết thâm mờ công_dụng khít lỗ chân_lông giúp trở_nên mềm_mịn căng mịn cạnh bé giúp cân_bằng độ,2
100240016,đẹp đốm đen đầu_mũi biến chữ má rát nhẹ,2
205100137,không_đủ hài_lòng,0
422218746,thích mê đêm môi mịn,2
100220035,chê đen rõ_rệt khít lỗ chân lông,2
208000001,không_bị siêu cấp_nước rất_căng,2
318900005,thích_mê dịu mịn,2
422205346,bây thích tối căng môi vết rãnh ưng thơm,2
345800015,rất_thích hãng vọng dưỡng snail,2
100210020,nhỏ_gọn _đi làm_đi chơi_đều tiện_dạng nên_bôi ngoài_cũng mờ_thâm với_đốm nâu_hiệu quả_sẽ giới_thiệu bạn_bè,2
204100023,shop_đóng gói_sản phẩm_rất vẫn_còn không_bị biết_đến shop_người chị_đã dùng_sản phẩm_và thấy_hiệu quả_nên quyết_định mua_dùng thì_thấy hiệu_quả thật_mụn giảm_nhanh tuần_mà không_trở lại_cũng phục_hồi,2
422202153,hỗn_hợp rất_áp rất_sạch makeup trừ màn rít liền,2
318900002,sản_phẩn thâm_rất_nặng không_chỉ_mờ vết thâm mờ vết thâm cũ giá_cả,2
422208328,xàu lọ,2
422207283,nhà_eucerin mãi đỉnh,2
343100028,yêu yêu,2
100180113,nhạy_cảm rất_dễ không_gây bít tắt,2
422207417,miếng dán dán makeup vô_tư không_sợ_lộ,2
100230070,không_một hợp_lý mềm mịn,2
422201119,đát bao,2
253900004,rùi cải_thiện rất_rõ mướt dịu lành_tính yên_tâm nhạy_cảm,2
204900013,vón kém,2
422206043,rẻ chức_trách,2
422201090,mờ thâm tuýp giờ_dưỡng chủ_yếu không_lão nếp nhăn,2
253900003,fregiao yêu khảo thành_phần lành_tính vọng hợp,2
422203302,mềm dày rất_không_sợ rách không_hề rát rẻ đẹp,2
422211276,rẻ lương,2
422216990,bí không_thẩm bết chảo,0
206700001,mình_không biết_nên nào_về mặt_nạ lúc_đắp thì_nóng đắp_thì cũng_có mịn_và căng_nhưng mình_rửa sạch_bằng nước_tiếp tục_aply serum_và dưỡng_lên thì_mình bị_kích ứng_ngứa đỏ_toàn mặt_sợ,0
422204657,lưu_ý nhầm_lẫn hình,2
248700002,xuất_sắc nói_chuyện hãng,2
207500007,bít hàg,2
245500009,ưng mịn sợ,2
318900009,cực_kỳ thích,2
249500013,cũng_có quà_tặng kèm_sài tốt_phù,2
318900019,í_dưỡng tróc tổn_thương đỡ tối,2
345800013,không_hề đồng_tiền tệ,0
422204795,rất_và,2
204100079,đã_dùng dòng_boster serum_của eucerin_nên mạnh_dạn mua_này để_sử dụng_hiệu sự_mọi mình_rất dễ_bị khô_mà dùng_dòng này_thì chỉ_cần xịt_lần thôi_cũng đủ_giữ thêm_nữa cũng_trở nên_tươi tắn_mịn màng_hơn,2
422204028,chán không_tông trút,2
248700042,dưỡng rất_thích căng trùng rất_đáng,2
100150041,muối,2
100150059,xịt nowfre tiếng,2
100220009,trời sạch đen khít lỗ chân_á sạch đen vân,2
422211501,này_syêu syêu_luôn ơi_nhẹ dịu_cũng có_bọt thích_hợp nhạy_cảm luôn_giá thì_mà nói_nên,2
422203449,đỡ sưng rất_thích rất_ưng bụng,2
343100029,hãng rất_nhạy_cảm hợp bioderma nam tư_vấn êm êm_xài hổng,2
358300002,hợp mịn vết thâm_mờ đi nhanh_chóng ạ_shop cực tặng bao_lì,2
318900019,dịch,2
358300001,thấy_mọi xét_quá nên_cũng mua_nhưng thất_vọng xài_tới hủ_rồi vậy_thấy trắng_gì có_kết hợp_với serum_cùng hãng_luôn,1
100220035,rất_tốt tặng,2
248700057,bí đi thẩm_mỹ_viện gò_má đỏ rát,2
422211489,thiên_dầu ưng châm_chít hương_liệu nói_chuyện thích đổi nắp đẹp,2
204100070,hãng đóng_gói kĩ nếp căng mịn,2
422202153,dịu nhẹ không_gây kích_ứng sạch,2
422217292,siêu_mê,2
422204388,nhẹ tiệp,2
422221873,không_đạt,0
386000015,thâm trạng_thái bình_thường lọ rẻ,2
422216416,bao lẹ mờ không_thấy quà tặng quà tặng,2
100750038,mụn_ẩn cũ châm chích,2
422202569,cetaphil bọt mềm tiếp,2
422200306,thơm_nhẹ ngủ dậy không_bị đổ rất_ưng_ý,2
211300002,hàng_về chưa_đến nữa_gói hàng_cẩn thận_shiper cũng_thân,2
422217292,dùng_thích lắm_kiềm không_bí _mình cũng_không thấy_xuống tone_vào nhiều_người bảo_này gây_mụn nhưng_trộm vía_mình không_bị chỉ_cần và_làm sạch_kĩ thì_dầu mụn_xài,2
204100018,trị_mụn xuất_sắc đã_mua và_dùng được_hơn tháng_đầu cũng_không đặt_quá nhiều_niềm mình_bị mụn_lâu năm_chữa đủ_cách nhưng_tuýp đặc_trị của_eucerin này_giúp mình_đỡ bớt_mụn cực_kì,2
422212892,sữa_rửa không_bị căng cứng rất_tốt dược mỹ_phẩm toàn lành_tính chân_ái,2
204100070,tưởng_eucerin hãng nếp nhăn eucerin_đỉnh không_nào căng mịn,2
248700102,sữa sạch tiết_kiệm bọt rất_tiết_kiệm nhiên,2
100180148,tán khô_ráo,2
422202216,máy máy sạch chế_độ,2
223600035,sạch dịu không_gây_kích_ứng nhạy_cảm,2
422206972,mê_lém pel tróc đắp mềm mịn,2
422206043,cực thơm rất_dễ dảm,2
248700057,đêm thôi_xài,2
256700011,dày rất_nhiều,2
377400001,đóng_gói test,2
422203809,không_bị giá_cả rẻ trải_nghiệm,2
422206823,tím đậm trộm_vía đắp rất_ưng lành_tính,2
422211446,rẻ sạch không_bị rát dịu nhẹ nhạy_cảm,2
205100146,dán phụ tiếng hãng,1
422204910,thích dịu nhẹ makeup,2
422218746,dày mặt_nạ ngủ đêm môi đẹp chuẩn không_bị môi,2
345800001,chậm hình auth thời nhận_xét,2
256700011,đấu chải cứng chải trúng vành đau,2
249500019,săn rẻ dưỡng nhẹ mặc_dù phết quá_đáo đóng_gói kỹ tặng ủng_hộ yêu,2
422210980,không_kích dịu nhẹ nhờn đổi,2
204100018,nhẹ_đầu bơm_tiện lợi_warning đầu_bôi lên_sẽ hơi_nóng xíu_đợi thấm_vào sẽ_hết _xài đêm_sáng ngủ_dậy mặt_bị bóng_dầu như_các loại_dưỡng khác_nhưng cũng_bị,2
422212333,rách mịn rát,2
422216416,skin,2
100160022,mịn nhẹ,2
422201119,sạch kháng viêm không_gây,2
422206648,rẻ tặng kèm rất_hài tưởng,2
204100054,hương,2
422211241,sần kích_ứng,2
422207414,sữa dầu_xài,2
422204388,ưu_điểm finish đẹp nhược_điểm khả_năng không_thích_hợp hoạt_động mồ_hôi trôi thành vệt giọt thất_vọng_xíu ạ_dĩ_nhiên ý_định,2
422201374,thấy_quá ôk_với giá_tuần xài_lần xài_cũng gần_được,2
422222786,mặc_dù để_nắng đứng_trên bàn_nhưng hôm_nào mở_nắp cũng_bị trào,2
237800005,hồi giá_mà nhẹ tùm,1
100230069,mềm túi slicot lá rẻ,2
422200236,ưng_ý nhất_từng dùng_mới đầu_aply đặc_tưởng sẽ_nhưng để_một lúc_thấm với_set lại_mịn luôn_chạm vào_rất mướt_và mịn_như không_bôi gì_trên rất_thoải mái_kiềm dầu_phải nói_thượng thừa_mình mà_lê ngoài_đường suốt_ngày cũng_không bị_chảy dầu_bết gì_cả trải_nghiệm rất_rất đã_treatment đập_này lenythì_cứ phải_gọi biết_nó tốt_thì đã_mua,2
422206537,không_bị rít aply dưỡng lâu_dài,2
249500019,ố tông nhẹ_nhàng thích_hợp đi học,2
211300007,dầu_rửa sạch mịn thích cực,2
422200002,glutathione bữa ưng,2
343100029,sạch không_khô căng rõ_rệt thời,2
422202580,thuyết_phục,0
377400002,ngừa không_hợp,2
249500013,ưng_ý chê nghèo khảo,2
422220080,ít_cảnh tróc tư_vấn khả_năng phục_hồi,2
249500028,ngửi kỹ duyệt cực,2
248700035,nắng_rất luôn_tìm được_nắng chân_ái không_bí nên_cũng không_bị lên_mụn dòng_nhật xài_rất yên_tâm về_thành phần_đặc biệt_cũng trôi_luôn,2
371600006,đàng,2
318900002,balanchị,2
318900005,không_nên tưởng_dưỡng đỡ tổn_thương mỡ ngưng,0
249500028,đã_nhận được_sản _sản phẩm_nắng kiềm_dầu cứu_rỗi được_tuyến dầu_của mình_mình đã_nhiều brand_khác và_quay lại_với dạng_milk thấm_nhanh lại_vệt trắng_trên _mới aply_thì tông_rất rõ_thì xuống_tông tiệp_hẳn với_những ngày_bình thường_không cần_makeup thì_chỉ lớp_cũng đủ_tự rồi_yêu rất_ưng ý_thích thích_thích,2
422211997,mình_dầu bình_trắng nên_tìm loại_tone mình_loại ảo_quá chắc_với mình_sài skin_cũng tiền_mình thấy_hơn loại_bôi nó_sẽ tone_tệp vào_nhanh chóng_và tone_nhẹ kiềm_dầu thì_tạm,1
422203617,nhạy_cảm bí,2
345800003,mình_thấy không_quá dưỡng_cũng _mùi lên_mặt sẽ_thấy mát,2
204900013,nhẹ_mặt không_bị bùn thích,2
343700002,lâu_thấm nhưng_vừa đủ_làm bụp_cứ cũng_có gì_khó dầu_nhiều mụn_ẩn sài_thấy khoẻ_hơn,2
422203609,miễn_phí chừng,2
422206035,trộm vía_hợp olay,2
422207731,thuốc_bắc dễ_chịu,2
100140042,rẻ hũ chà_bá_khéo nhạy_cảm cực đắp mát mịn dậy phản_ứng,2
253900007,bọt đổ,0
358300002,nhẹ tông cực_kì mỹ_phẩm mãi đổi đầu_tư serum_dưỡng quất,2
318900011,quên không_chụp_hình lười_không_chụp chê lọ không_kích không_bết rít mặc_dù hơi_sệt phát dịu lọ,2
308500001,đóng_gói đẹp mê narukhông yêu yêu,2
293500050,mình_xài thấy_đẩy mụn_nhưng cũng_nhanh mình_sáng rất_nhanh _xài tuần_sáng,2
422203145,nhạy_cảm áp đi học đi không_bị sạm đen đối_tượng,2
211300002,rất_không không_mùi dị_ứng hương_liệu tập skincare cân_nhắc lành_tính giá_viên nhạy_cảm,2
214000001,rất_hợp giúp thâm_mụn mềm mịn dưỡng,2
223600026,lọ_rủa gửi lọ kiểm_lại giúp,2
422200152,không_thích mỹ_phẩm hàn nam tư_vấn serum_dưỡng chỗ tín hãng,2
224100009,nhyêu,2
249500028,siêu_dầu nhiên tím hiệu_chỉnh không_tông,2
422205163,mát_mẻ dịu nhẹ,2
422212870,sửa mặt_khác chạm_mặt bioderma thành giá_thành yêu độ,2
422210280,mùi_đối với_mình thì_khả năng_dưỡng _có sáng_dậy môi_và rất_căng bóng_ngồi máy_lạnh xài_này đỡ_khô môi_lắm luôn_cũng dày_lại hề_nặng,2
249500013,hãng rất_luôn á_lỏng nhẹ rất_mấy,2
422212871,đắp mặt_nạ độ mặt_nạ dịu nhân_mụn dưỡng thẩm_thấu,2
204100019,top yêu_thích lành dịu nhẹ sạch độ mềm mịn vốn,2
422203302,mềm không_bị thích,2
200400003,phẩm rất_tốt,2
253900006,kiềm_dầu tốt_finish đẹp_đổ mồ_hôi cũng_không không_gây không_lên mụn_quá,2
100230056,chê cực êm,2
422200342,đặc mướt mườn mượt,2
248700054,chấm mờ thâm còi,2
253900007,dịu cực sạch mềm,2
100210015,siêu thiên_khô rất_mịn căng không_nên phản_tác_dụng dưỡng khóa không_thôi bốc_hơi,2
211300002,học ngửi kĩ dịu nhẹ nắp dịu nhẹ,2
223600048,rất_thích_sài hồi rất_nhiều tầm tuýp đi,2
422204775,rẻ tích,2
422207413,tinh rất_hợp finish nhẹ nhũ nhẹ thích,2
222600014,sài_cũng nhưng_nhanh xịt_vài lần_hết,2
223600026,hãng không_bị,2
422208910,đảm_mua mới_sử thử_cảm giác_dưỡng mùi_hương nên_mua vẫn_sang xịn_mịn hợp_với nhạy_cảm ưng_cái bụng_mình và_gái hôm_nào bị_dị ứng_nhẹ làm_dùng _giá cả_cũng nữa_ủng,2
100230064,ưng_ý dịu nhẹ thơm_thoảng mát không_kích không_ửng đỏ sạch,2
253900006,lọ tán đẹp,2
345800007,tối_đa mà_còn giúp cồi chín,2
213300016,rất_nhẹ không_gây bí_nhờn rít finish,2
377400001,bọt rát dịu nhẹ không_gây sạch makeup_lì tiết_kiệm,2
422204906,áp mụn_ẩn nhờn,2
422207283,ngủ dạy nhờn mũi â hẵng lợi_ích sẻ ả,2
422211490,sữa bọt sạch,2
251900024,tốt_nên mua_mặt nạ_rất ôm_hiệu quả_cấp,2
100220035,biện_pháp cải_thiện đen má mũi đắp mặt_nạ trị_mụn bha cải_thiện đen lỗ chân lông,2
100280011,đi không_thâm,2
422211183,kêu lỡ đụng đẫm sạch trộm_vía makeup hằng loreal loreal đắt,2
100230056,nghĩ_dầu mụn_ẩn nhiều_nên không_điểm nên_cũng _nhưng thấy_cảnh nên_mua sài_thử thấy_sạch lên_tầm mới_giảm nhờn_rít khoẻ_bước thể_thiếu nếu_muốn,2
422201700,trên_mặt mình_có vài_cục mụn_sưng đỏ_khó chịu_quá nên_mới tìm_mặt nạ_đất sét_về dùng_cảnh thấy_mọi nên_cũng mặt_nạ vừa_đắp lên_sẽ bị_châm chít_rất nhiều_nhưng mình_rửa mặt_rồi đi_ngủ thôi_lúc này_mặt ráo_không sáng_dậy cũng_bớt mụn_cũng xẹp_không còn_sưng nữa_lần đầu_trải nghiệm_thấy kết_quả này_khoái,2
205100137,tặng bé quảng_cáo,2
422212871,mask dưỡng ngửi nhựa giúp,2
422211878,đóng_gói rất_nhiệt_tình yêu yêu yêu,2
100150058,dùng_chủ yếu_mát thôi_chứ cấp_thì hồi_xưa mình_cũng rẻ_vì món_bổ rẻ_nhưng dòng_xịt khoáng_nếu muốn_có thì_nên mua_loại cấp_hơn còn_tế nhiều_thì cần_dùng xịt_khoáng cũng_làm,2
422200002,lọ_serum bằng_miếng mặt_nạ mấy_chục nghìn_biết dùng_lâu dài_có ảnh_hưởng không_vì thấy_trắng nhanh_quá khít_lỗ chân_lông và_giảm nhờn_hẳn luôn_í,2
253900004,đóng_gói phiếu rất_hài ủng_hộ,2
318900002,đen,1
100240016,viết mịn,2
422204775,sài_cũng _dị ứng_mùi cồn_thì nên_cân sẽ_mua,2
422211548,mũi không_mà rát cực_kỳ chẳng,2
